dataset,dataset_length,base,base sent,base recv,defended,defended sent,defended recv,missing,missing sent,missing recv,bandwidth,bandwidth sent,bandwidth recv,delay,time base,time defended,rf,df
/mnt/ramdisk/front-budget2500-wmin1-wmax15-states10,19000,4188.8085,347.9627,3840.8458,5454.8193,983.5108,4471.3085,0.0000,0.0000,0.0000,0.3022,1.8265,0.1641,0.0000,28.0652,28.0652,0.9058,0.8426
/mnt/ramdisk/front-budget2500-wmin1-wmax15-states100,19000,4188.8085,347.9627,3840.8458,5544.4010,1025.6109,4518.7901,0.0000,0.0000,0.0000,0.3236,1.9475,0.1765,0.0000,28.0652,28.0652,0.9029,0.8258
/mnt/ramdisk/front-budget3000-wmin1-wmax15-states1,19000,4188.8085,347.9627,3840.8458,5701.8650,1102.5323,4599.3327,0.0000,0.0000,0.0000,0.3612,2.1685,0.1975,0.0000,28.0652,28.0652,0.9013,0.7224
/mnt/ramdisk/front-budget3000-wmin1-wmax15-states10,19000,4188.8085,347.9627,3840.8458,5707.9093,1108.7681,4599.1412,0.0000,0.0000,0.0000,0.3627,2.1865,0.1974,0.0000,28.0652,28.0652,0.9076,0.8213
/mnt/ramdisk/front-budget3000-wmin1-wmax15-states100,19000,4188.8085,347.9627,3840.8458,5793.9262,1149.2734,4644.6528,0.0000,0.0000,0.0000,0.3832,2.3029,0.2093,0.0000,28.0652,28.0652,0.9026,0.8061
/mnt/ramdisk/front-budget1500-wmin1-wmax20-states1,19000,4188.8085,347.9627,3840.8458,4948.9908,724.8144,4224.1765,0.0000,0.0000,0.0000,0.1815,1.0830,0.0998,0.0000,28.0652,28.0652,0.9116,0.8079
/mnt/ramdisk/front-budget1500-wmin1-wmax20-states10,19000,4188.8085,347.9627,3840.8458,4949.0789,728.2019,4220.8770,0.0000,0.0000,0.0000,0.1815,1.0928,0.0989,0.0000,28.0652,28.0652,0.9087,0.8626
/mnt/ramdisk/front-budget1500-wmin1-wmax20-states100,19000,4188.8085,347.9627,3840.8458,5039.4784,774.0957,4265.3826,0.0000,0.0000,0.0000,0.2031,1.2247,0.1105,0.0000,28.0652,28.0652,0.9074,0.8379
/mnt/ramdisk/front-budget1700-wmin1-wmax20-states1,19000,4188.8085,347.9627,3840.8458,5051.2952,777.3272,4273.9679,0.0000,0.0000,0.0000,0.2059,1.2339,0.1128,0.0000,28.0652,28.0652,0.9039,0.8108
/mnt/ramdisk/front-budget1700-wmin1-wmax20-states10,19000,4188.8085,347.9627,3840.8458,5045.1197,775.0779,4270.0418,0.0000,0.0000,0.0000,0.2044,1.2275,0.1117,0.0000,28.0652,28.0652,0.9105,0.8366
/mnt/ramdisk/front-budget1700-wmin1-wmax20-states100,19000,4188.8085,347.9627,3840.8458,5139.7886,823.9853,4315.8033,0.0000,0.0000,0.0000,0.2270,1.3680,0.1237,0.0000,28.0652,28.0652,0.9037,0.8082
/mnt/ramdisk/front-budget2000-wmin1-wmax20-states1,19000,4188.8085,347.9627,3840.8458,5202.8005,854.1348,4348.6657,0.0000,0.0000,0.0000,0.2421,1.4547,0.1322,0.0000,28.0652,28.0652,0.9042,0.8105
